ID,Gene Name,Species,KEGG_PATHWAY
ENSMUST00000194237,SET and MYND domain containing 3(Smyd3),Mus musculus,"mmu00310:Lysine degradation,mmu01100:Metabolic pathways,"
ENSMUST00000037141,SET domain containing (lysine methyltransferase) 7(Setd7),Mus musculus,"mmu00310:Lysine degradation,mmu01100:Metabolic pathways,mmu04068:FoxO signaling pathway,"
ENSMUST00000238458,SH3 and multiple ankyrin repeat domains 3(Shank3),Mus musculus,"mmu04724:Glutamatergic synapse,"
ENSMUST00000042246,"SHC (Src homology 2 domain containing) family, member 4(Shc4)",Mus musculus,"mmu01521:EGFR tyrosine kinase inhibitor resistance,mmu01522:Endocrine resistance,mmu04012:ErbB signaling pathway,mmu04014:Ras signaling pathway,mmu04062:Chemokine signaling pathway,mmu04072:Phospholipase D signaling pathway,mmu04510:Focal adhesion,mmu04650:Natural killer cell mediated cytotoxicity,mmu04722:Neurotrophin signaling pathway,mmu04910:Insulin signaling pathway,mmu04915:Estrogen signaling pathway,mmu04917:Prolactin signaling pathway,mmu04926:Relaxin signaling pathway,mmu04935:Growth hormone synthesis, secretion and action,mmu05034:Alcoholism,mmu05100:Bacterial invasion of epithelial cells,mmu05206:MicroRNAs in cancer,mmu05214:Glioma,mmu05220:Chronic myeloid leukemia,mmu05224:Breast cancer,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,"
ENSMUST00000066091,SMAD family member 1(Smad1),Mus musculus,"mmu04350:TGF-beta signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu05202:Transcriptional misregulation in cancer,"
ENSMUST00000034973,SMAD family member 3(Smad3),Mus musculus,"mmu04068:FoxO signaling pathway,mmu04110:Cell cycle,mmu04144:Endocytosis,mmu04218:Cellular senescence,mmu04310:Wnt signaling pathway,mmu04350:TGF-beta signaling pathway,mmu04371:Apelin signaling pathway,mmu04390:Hippo signaling pathway,mmu04520:Adherens junction,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04659:Th17 cell differentiation,mmu04933:AGE-RAGE signaling pathway in diabetic complications,mmu05161:Hepatitis B,mmu05166:Human T-cell leukemia virus 1 infection,mmu05200:Pathways in cancer,mmu05210:Colorectal cancer,mmu05212:Pancreatic cancer,mmu05220:Chronic myeloid leukemia,mmu05225:Hepatocellular carcinoma,mmu05226:Gastric cancer,mmu05321:Inflammatory bowel disease,mmu05415:Diabetic cardiomyopathy,"
ENSMUST00000179458,SMAD family member 6(Smad6),Mus musculus,"mmu04350:TGF-beta signaling pathway,"
ENSMUST00000106410,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3(St3gal3)",Mus musculus,"mmu00513:Various types of N-glycan biosynthesis,mmu00514:Other types of O-glycan biosynthesis,mmu00515:Mannose type O-glycan biosynthesis,mmu00533:Glycosaminoglycan biosynthesis - keratan sulfate,mmu00601:Glycosphingolipid biosynthesis - lacto and neolacto series,mmu01100:Metabolic pathways,"
ENSMUST00000079545,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2(St6galnac2)",Mus musculus,"mmu00512:Mucin type O-glycan biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000112640,STEAP family member 3(Steap3),Mus musculus,"mmu04115:p53 signaling pathway,mmu04216:Ferroptosis,"
ENSMUST00000035010,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae)(Stt3b)",Mus musculus,"mmu00510:N-Glycan biosynthesis,mmu00513:Various types of N-glycan biosynthesis,mmu01100:Metabolic pathways,mmu04141:Protein processing in endoplasmic reticulum,"
ENSMUST00000176030,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2(Smarca2)",Mus musculus,"mmu04714:Thermogenesis,mmu05225:Hepatocellular carcinoma,"
ENSMUST00000030622,"SYF2 homolog, RNA splicing factor (S. cerevisiae)(Syf2)",Mus musculus,"mmu03040:Spliceosome,"
ENSMUST00000085043,"T cell leukemia/lymphoma 1B, 1(Tcl1b1)",Mus musculus,"mmu04151:PI3K-Akt signaling pathway,"
ENSMUST00000001484,T-box 21(Tbx21),Mus musculus,"mmu04658:Th1 and Th2 cell differentiation,mmu04659:Th17 cell differentiation,mmu05321:Inflammatory bowel disease,"
ENSMUST00000111978,TAO kinase 3(Taok3),Mus musculus,"mmu04010:MAPK signaling pathway,"
ENSMUST00000119756,"TBC1 domain family, member 1(Tbc1d1)",Mus musculus,"mmu04152:AMPK signaling pathway,"
ENSMUST00000021797,"TBC1 domain family, member 7(Tbc1d7)",Mus musculus,"mmu04150:mTOR signaling pathway,"
ENSMUST00000164363,TEA domain family member 1(Tead1),Mus musculus,"mmu04390:Hippo signaling pathway,mmu04392:Hippo signaling pathway - multiple species,"
"ENSMUST00000156862, ENSMUST00000154873",TEA domain family member 3(Tead3),Mus musculus,"mmu04390:Hippo signaling pathway,mmu04392:Hippo signaling pathway - multiple species,"
ENSMUST00000073352,TGFB-induced factor homeobox 2(Tgif2),Mus musculus,"mmu04350:TGF-beta signaling pathway,"
ENSMUST00000061826,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 1(B3galnt1)",Mus musculus,"mmu00601:Glycosphingolipid biosynthesis - lacto and neolacto series,mmu00603:Glycosphingolipid biosynthesis - globo and isoglobo series,mmu01100:Metabolic pathways,"
ENSMUST00000113306,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3gnt7)",Mus musculus,"mmu00533:Glycosaminoglycan biosynthesis - keratan sulfate,"
ENSMUST00000204067,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6(Galntl6),Mus musculus,"mmu00512:Mucin type O-glycan biosynthesis,mmu00514:Other types of O-glycan biosynthesis,mmu01100:Metabolic pathways,"
ENSMUST00000177585,UL16 binding protein 1(Ulbp1),Mus musculus,"mmu04650:Natural killer cell mediated cytotoxicity,"
ENSMUST00000151622,UTP14B small subunit processome component(Utp14b),Mus musculus,"mmu03008:Ribosome biogenesis in eukaryotes,"
ENSMUST00000112253,Von Willebrand factor(Vwf),Mus musculus,"mmu04151:PI3K-Akt signaling pathway,mmu04510:Focal adhesion,mmu04512:ECM-receptor interaction,mmu04610:Complement and coagulation cascades,mmu04611:Platelet activation,mmu04613:Neutrophil extracellular trap formation,mmu05165:Human papillomavirus infection,mmu05171:Coronavirus disease - COVID-19,"
ENSMUST00000094681,"WAS/WASL interacting protein family, member 1(Wipf1)",Mus musculus,"mmu04144:Endocytosis,mmu05135:Yersinia infection,"
ENSMUST00000105509,"WASP family, member 1(Wasf1)",Mus musculus,"mmu04520:Adherens junction,mmu04666:Fc gamma R-mediated phagocytosis,mmu04810:Regulation of actin cytoskeleton,mmu05100:Bacterial invasion of epithelial cells,mmu05231:Choline metabolism in cancer,"
ENSMUST00000084241,"WASP family, member 2(Wasf2)",Mus musculus,"mmu04520:Adherens junction,mmu04666:Fc gamma R-mediated phagocytosis,mmu04810:Regulation of actin cytoskeleton,mmu05100:Bacterial invasion of epithelial cells,mmu05135:Yersinia infection,mmu05231:Choline metabolism in cancer,"
ENSMUST00000102582,acetyl-Coenzyme A carboxylase beta(Acacb),Mus musculus,"mmu00061:Fatty acid biosynthesis,mmu00620:Pyruvate metabolism,mmu00640:Propanoate metabolism,mmu01100:Metabolic pathways,mmu04152:AMPK signaling pathway,mmu04910:Insulin signaling pathway,mmu04920:Adipocytokine signaling pathway,mmu04922:Glucagon signaling pathway,mmu04931:Insulin resistance,mmu04936:Alcoholic liver disease,"
ENSMUST00000228185,acid-sensing (proton-gated) ion channel 1(Asic1),Mus musculus,"mmu04750:Inflammatory mediator regulation of TRP channels,"
ENSMUST00000113577,acid-sensing (proton-gated) ion channel family member 4(Asic4),Mus musculus,"mmu04750:Inflammatory mediator regulation of TRP channels,"
ENSMUST00000104902,actin-binding LIM protein 1(Ablim1),Mus musculus,"mmu04360:Axon guidance,"
ENSMUST00000112599,"activin A receptor, type 1(Acvr1)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04350:TGF-beta signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000000544,"activin A receptor, type 1B(Acvr1b)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04350:TGF-beta signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,"
"ENSMUST00000000542, ENSMUST00000120754","activin A receptor, type II-like 1(Acvrl1)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,"
ENSMUST00000205607,"adaptor-related protein complex 2, sigma 1 subunit(Ap2s1)",Mus musculus,"mmu04144:Endocytosis,mmu04721:Synaptic vesicle cycle,mmu04961:Endocrine and other factor-regulated calcium reabsorption,mmu05016:Huntington disease,"
ENSMUST00000238438,"adaptor-related protein complex 3, beta 2 subunit(Ap3b2)",Mus musculus,"mmu04142:Lysosome,"
ENSMUST00000006764,adenine phosphoribosyl transferase(Aprt),Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu01232:Nucleotide metabolism,"
ENSMUST00000224069,adenosine kinase(Adk),Mus musculus,"mmu00230:Purine metabolism,mmu01100:Metabolic pathways,mmu01232:Nucleotide metabolism,"
ENSMUST00000173494,adenylate kinase 9(Ak9),Mus musculus,"mmu00230:Purine metabolism,mmu00240:Pyrimidine metabolism,mmu01100:Metabolic pathways,mmu01232:Nucleotide metabolism,mmu01240:Biosynthesis of cofactors,"
ENSMUST00000042035,adhesion G protein-coupled receptor B1(Adgrb1),Mus musculus,"mmu04115:p53 signaling pathway,"
ENSMUST00000053640,"adrenergic receptor, beta 2(Adrb2)",Mus musculus,"mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04024:cAMP signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu04261:Adrenergic signaling in cardiomyocytes,mmu04923:Regulation of lipolysis in adipocytes,mmu04924:Renin secretion,mmu04970:Salivary secretion,mmu05207:Chemical carcinogenesis - receptor activation,"
ENSMUST00000130418,"aldehyde dehydrogenase 1 family, member L1(Aldh1l1)",Mus musculus,"mmu00670:One carbon pool by folate,mmu01100:Metabolic pathways,"
ENSMUST00000031411,"aldehyde dehydrogenase 2, mitochondrial(Aldh2)",Mus musculus,"mmu00010:Glycolysis / Gluconeogenesis,mmu00053:Ascorbate and aldarate metabolism,mmu00071:Fatty acid degradation,mmu00280:Valine, leucine and isoleucine degradation,mmu00310:Lysine degradation,mmu00330:Arginine and proline metabolism,mmu00340:Histidine metabolism,mmu00380:Tryptophan metabolism,mmu00410:beta-Alanine metabolism,mmu00561:Glycerolipid metabolism,mmu00620:Pyruvate metabolism,mmu00770:Pantothenate and CoA biosynthesis,mmu01100:Metabolic pathways,mmu01240:Biosynthesis of cofactors,mmu04936:Alcoholic liver disease,"
ENSMUST00000164614,"alpha 1,4-galactosyltransferase(A4galt)",Mus musculus,"mmu00601:Glycosphingolipid biosynthesis - lacto and neolacto series,mmu00603:Glycosphingolipid biosynthesis - globo and isoglobo series,mmu01100:Metabolic pathways,"
ENSMUST00000001802,alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)(Naglu),Mus musculus,"mmu00531:Glycosaminoglycan degradation,mmu01100:Metabolic pathways,mmu04142:Lysosome,"
ENSMUST00000103105,"amine oxidase, copper containing 3(Aoc3)",Mus musculus,"mmu00260:Glycine, serine and threonine metabolism,mmu00350:Tyrosine metabolism,mmu00360:Phenylalanine metabolism,mmu00410:beta-Alanine metabolism,mmu01100:Metabolic pathways,"
ENSMUST00000013220,angiomotin-like 1(Amotl1),Mus musculus,"mmu04530:Tight junction,"
"ENSMUST00000035121, ENSMUST00000153965",angiomotin-like 2(Amotl2),Mus musculus,"mmu04530:Tight junction,"
ENSMUST00000033846,angiopoietin 2(Angpt2),Mus musculus,"mmu04010:MAPK signaling pathway,mmu04014:Ras signaling pathway,mmu04015:Rap1 signaling pathway,mmu04066:HIF-1 signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu05167:Kaposi sarcoma-associated herpesvirus infection,"
ENSMUST00000141784,"ankyrin 1, erythroid(Ank1)",Mus musculus,"mmu05205:Proteoglycans in cancer,"
"ENSMUST00000092433, ENSMUST00000182437, ENSMUST00000182993","ankyrin 3, epithelial(Ank3)",Mus musculus,"mmu05205:Proteoglycans in cancer,"
ENSMUST00000023752,aquaporin 2(Aqp2),Mus musculus,"mmu04962:Vasopressin-regulated water reabsorption,"
ENSMUST00000079081,aquaporin 4(Aqp4),Mus musculus,"mmu04962:Vasopressin-regulated water reabsorption,mmu04976:Bile secretion,"
ENSMUST00000169082,aquaporin 5(Aqp5),Mus musculus,"mmu04970:Salivary secretion,"
ENSMUST00000102840,argininosuccinate synthetase 1(Ass1),Mus musculus,"mmu00220:Arginine biosynthesis,mmu00250:Alanine, aspartate and glutamate metabolism,mmu01100:Metabolic pathways,mmu01230:Biosynthesis of amino acids,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000018992,arginyl-tRNA synthetase(Rars),Mus musculus,"mmu00970:Aminoacyl-tRNA biosynthesis,"
ENSMUST00000106696,arylsulfatase G(Arsg),Mus musculus,"mmu04142:Lysosome,"
ENSMUST00000146411,asialoglycoprotein receptor 1(Asgr1),Mus musculus,"mmu04918:Thyroid hormone synthesis,"
ENSMUST00000237400,asparaginyl-tRNA synthetase(Nars),Mus musculus,"mmu00970:Aminoacyl-tRNA biosynthesis,"
ENSMUST00000064309,aspartyl-tRNA synthetase(Dars),Mus musculus,"mmu00970:Aminoacyl-tRNA biosynthesis,"
ENSMUST00000065587,atypical chemokine receptor 3(Ackr3),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04061:Viral protein interaction with cytokine and cytokine receptor,"
ENSMUST00000182428,autophagy related 7(Atg7),Mus musculus,"mmu04136:Autophagy - other,mmu04140:Autophagy - animal,mmu04216:Ferroptosis,mmu04613:Neutrophil extracellular trap formation,"
ENSMUST00000060747,"basic helix-loop-helix family, member a15(Bhlha15)",Mus musculus,"mmu04950:Maturity onset diabetes of the young,"
ENSMUST00000209322,bestrophin 2(Best2),Mus musculus,"mmu04970:Salivary secretion,"
ENSMUST00000224478,beta-transducin repeat containing protein(Btrc),Mus musculus,"mmu04114:Oocyte meiosis,mmu04120:Ubiquitin mediated proteolysis,mmu04218:Cellular senescence,mmu04310:Wnt signaling pathway,mmu04340:Hedgehog signaling pathway,mmu04390:Hippo signaling pathway,mmu04710:Circadian rhythm,mmu05170:Human immunodeficiency virus 1 infection,"
ENSMUST00000090147,biotinidase(Btd),Mus musculus,"mmu00780:Biotin metabolism,mmu01100:Metabolic pathways,mmu04977:Vitamin digestion and absorption,"
ENSMUST00000074077,bone morphogenetic protein 4(Bmp4),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04350:TGF-beta signaling pathway,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu04919:Thyroid hormone signaling pathway,mmu05200:Pathways in cancer,mmu05217:Basal cell carcinoma,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000009143,bone morphogenetic protein 7(Bmp7),Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04350:TGF-beta signaling pathway,mmu04360:Axon guidance,mmu04390:Hippo signaling pathway,"
ENSMUST00000106232,"bone morphogenetic protein receptor, type 1B(Bmpr1b)",Mus musculus,"mmu04060:Cytokine-cytokine receptor interaction,mmu04350:TGF-beta signaling pathway,mmu04360:Axon guidance,mmu04390:Hippo signaling pathway,mmu04550:Signaling pathways regulating pluripotency of stem cells,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000001652,"bradykinin receptor, beta 2(Bdkrb2)",Mus musculus,"mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04071:Sphingolipid signaling pathway,mmu04080:Neuroactive ligand-receptor interaction,mmu04610:Complement and coagulation cascades,mmu04750:Inflammatory mediator regulation of TRP channels,mmu04810:Regulation of actin cytoskeleton,mmu04961:Endocrine and other factor-regulated calcium reabsorption,mmu05142:Chagas disease,mmu05200:Pathways in cancer,"
ENSMUST00000034085,bromodomain containing 7(Brd7),Mus musculus,"mmu05225:Hepatocellular carcinoma,"
ENSMUST00000028190,"c-abl oncogene 1, non-receptor tyrosine kinase(Abl1)",Mus musculus,"mmu04012:ErbB signaling pathway,mmu04014:Ras signaling pathway,mmu04110:Cell cycle,mmu04360:Axon guidance,mmu04722:Neurotrophin signaling pathway,mmu05200:Pathways in cancer,mmu05206:MicroRNAs in cancer,mmu05208:Chemical carcinogenesis - reactive oxygen species,mmu05220:Chronic myeloid leukemia,mmu05416:Viral myocarditis,"
ENSMUST00000029547,cAMP responsive element binding protein 3-like 4(Creb3l4),Mus musculus,"mmu04022:cGMP-PKG signaling pathway,mmu04024:cAMP signaling pathway,mmu04151:PI3K-Akt signaling pathway,mmu04152:AMPK signaling pathway,mmu04211:Longevity regulating pathway,mmu04261:Adrenergic signaling in cardiomyocytes,mmu04668:TNF signaling pathway,mmu04714:Thermogenesis,mmu04725:Cholinergic synapse,mmu04728:Dopaminergic synapse,mmu04911:Insulin secretion,mmu04915:Estrogen signaling pathway,mmu04916:Melanogenesis,mmu04918:Thyroid hormone synthesis,mmu04922:Glucagon signaling pathway,mmu04925:Aldosterone synthesis and secretion,mmu04926:Relaxin signaling pathway,mmu04927:Cortisol synthesis and secretion,mmu04928:Parathyroid hormone synthesis, secretion and action,mmu04931:Insulin resistance,mmu04934:Cushing syndrome,mmu04935:Growth hormone synthesis, secretion and action,mmu04962:Vasopressin-regulated water reabsorption,mmu05016:Huntington disease,mmu05020:Prion disease,mmu05030:Cocaine addiction,mmu05031:Amphetamine addiction,mmu05034:Alcoholism,mmu05161:Hepatitis B,mmu05163:Human cytomegalovirus infection,mmu05165:Human papillomavirus infection,mmu05166:Human T-cell leukemia virus 1 infection,mmu05203:Viral carcinogenesis,mmu05207:Chemical carcinogenesis - receptor activation,mmu05215:Prostate cancer,"
"ENSMUST00000000312, ENSMUST00000167688",cadherin 1(Cdh1),Mus musculus,"mmu04015:Rap1 signaling pathway,mmu04371:Apelin signaling pathway,mmu04390:Hippo signaling pathway,mmu04514:Cell adhesion molecules,mmu04520:Adherens junction,mmu05100:Bacterial invasion of epithelial cells,mmu05200:Pathways in cancer,mmu05213:Endometrial cancer,mmu05216:Thyroid cancer,mmu05218:Melanoma,mmu05219:Bladder cancer,mmu05226:Gastric cancer,"
"ENSMUST00000098996, ENSMUST00000108911",cadherin 4(Cdh4),Mus musculus,"mmu04514:Cell adhesion molecules,"
ENSMUST00000034339,cadherin 5(Cdh5),Mus musculus,"mmu04514:Cell adhesion molecules,mmu04670:Leukocyte transendothelial migration,mmu05418:Fluid shear stress and atherosclerosis,"
ENSMUST00000112825,"calcium channel, voltage-dependent, L type, alpha 1C subunit(Cacna1c)",Mus musculus,"mmu04010:MAPK signaling pathway,mmu04020:Calcium signaling pathway,mmu04022:cGMP-PKG signaling pathway,mmu04024:cAMP signaling pathway,mmu04260:Cardiac muscle contraction,mmu04261:Adrenergic signaling in cardiomyocytes,mmu04270:Vascular smooth muscle contraction,mmu04713:Circadian entrainment,mmu04720:Long-term potentiation,mmu04723:Retrograde endocannabinoid signaling,mmu04724:Glutamatergic synapse,mmu04725:Cholinergic synapse,mmu04726:Serotonergic synapse,mmu04727:GABAergic synapse,mmu04728:Dopaminergic synapse,mmu04742:Taste transduction,mmu04911:Insulin secretion,mmu04912:GnRH signaling pathway,mmu04921:Oxytocin signaling pathway,mmu04924:Renin secretion,mmu04925:Aldosterone synthesis and secretion,mmu04927:Cortisol synthesis and secretion,mmu04929:GnRH secretion,mmu04930:Type II diabetes mellitus,mmu04934:Cushing syndrome,mmu04935:Growth hormone synthesis, secretion and action,mmu05010:Alzheimer disease,mmu05020:Prion disease,mmu05022:Pathways of neurodegeneration - multiple diseases,mmu05031:Amphetamine addiction,mmu05207:Chemical carcinogenesis - receptor activation,mmu05410:Hypertrophic cardiomyopathy,mmu05412:Arrhythmogenic right ventricular cardiomyopathy,mmu05414:Dilated cardiomyopathy,"
